"gene","ctrl_1","ctrl_2","ctrl_3","hot_1","hot_2","hot_3","cold_1","cold_2"
"CR45534",34,9,10,0,2,0,0,0
"CG43278",65,80,32,6,7,7,10,3
"CR43279",10,11,5,0,0,0,0,0
"CR43835",23,11,4,6,0,0,0,0
"CG32719",201,136,82,83,22,11,19,37
"CG43138",44,13,7,1,0,0,0,0
"CG32720",58,60,31,32,7,3,3,1
"CR44501",129,55,19,0,0,0,10,0
"CR44502",24,14,10,0,4,0,5,0
"CG11369",93,75,35,14,0,2,4,0
"CG12689",63,52,21,0,1,0,0,0
"ct",3294,1467,447,4287,3295,1040,1067,2207
"CR45667",27,10,4,7,10,10,0,3
"CR45666",25,20,4,20,15,2,1,15
"CR45665",18,20,3,24,8,3,0,2
"CHES-1-like",6015,2364,690,8714,7430,1682,2290,4339
"CR43287",59,37,18,80,56,9,21,26
"CG15478",90,77,12,0,10,0,3,8
"Hira",610,373,116,1479,1468,237,292,429
"NELF-B",382,155,56,649,660,91,154,159
"CG12155",545,281,77,959,1111,179,254,426
"Pdp",960,510,91,1934,1931,361,465,662
"Rab39",515,207,84,877,907,166,272,329
"Tom40",4916,2746,753,9737,9044,2164,2524,4436
"Ir7a",89,85,17,20,0,1,5,0
"CG34338",20,18,7,0,5,0,0,8
"CG32718",75,62,28,25,0,0,9,0
"CG1402",232,145,65,134,71,18,24,20
"CG10920",99,109,34,8,0,1,1,0
"CG1409",35,4,12,0,0,0,4,0
"Ir7b",123,55,28,24,9,0,24,10
"dec-1",20043,12461,3566,37630,43155,4100,13436,19783
"CR43615",49,23,12,27,18,0,18,1
"Ir7c",297,201,89,326,319,42,134,217
"Ir7d",102,74,31,0,0,0,0,1
"Ir7e",114,88,21,0,4,0,6,7
"Ir7f",118,60,32,14,5,2,3,0
"Ir7g",126,77,31,21,0,0,0,0
"CG10932",667,265,93,1064,1171,207,354,407
"Nek2",310,228,70,755,967,139,221,211
"CG18624",0,0,0,0,0,0,0,0
"CG45089",0,0,0,0,0,0,0,0
"p115",524,252,95,696,701,112,143,273
"RpS6",23715,9659,2755,39531,37647,9088,10401,16912
"snoRNA:Or-aca2",0,0,0,0,0,0,0,0
"bys",953,384,108,1368,1317,340,442,635
"dpr14",297,205,51,79,68,31,40,79
"CG1444",2221,1006,305,3288,2804,657,1039,1913
"snz",1704,778,222,3024,2283,547,597,934
"hdm",78,48,15,20,1,1,7,0
"Ykt6",1138,519,144,2581,2377,505,654,852
"CG10777",13008,4664,1834,24096,19317,5040,5551,10166
"CG10778",280,151,65,593,582,149,153,238
"RpS14a",4745,1924,572,6815,7308,1354,2247,3720
"RpS14b",1812,716,223,3008,2939,492,859,1127
"CG42593",5718,2573,708,12439,11037,2343,2693,4304
"l(1)G0193",2517,1081,339,4039,3744,694,1147,2046
"CG15332",109,92,24,40,5,6,5,13
"CG15330",6,36,9,10,6,5,0,7
"sws",4389,1815,549,8346,7665,1599,2117,3460
"CR45620",168,82,28,18,9,4,8,4
"sn",2585,1317,408,7032,5962,1251,1817,2370
"Tbh",369,188,43,134,122,24,37,76
"CG15333",93,52,32,17,2,1,3,0
"CG2233",13987,3895,1684,15405,19854,4230,5396,7906
"fs(1)h",14093,5190,1788,27380,22992,5652,6178,10507
"mys",3727,1269,481,5722,5168,1265,1442,2731
"Upf2",1372,664,190,2555,2198,446,646,1252
"CG1571",102,126,29,0,2,0,11,2
"CG2254",1660,733,232,2200,1704,427,659,1229
"CG2256",102,65,27,24,3,0,6,7
"CR45535",58,59,13,26,7,3,7,0
"Ubc-E2H",9807,4218,1384,19380,17045,4132,5541,7731
"CG2258",1712,772,206,3292,2787,622,543,1139
"Gclc",2610,828,317,4619,3868,851,938,1627
"CG1575",832,419,114,1283,1198,298,409,647
"CG2260",469,211,70,692,727,161,216,342
"cyr",154,181,56,30,19,7,9,1
"CG2116",590,319,90,1307,1314,257,283,410
"CG10958",179,111,39,50,63,10,35,45
"CG2120",143,80,26,60,54,15,21,59
"Smox",3028,1209,407,5597,4885,1150,1205,1985
"CG17982",116,79,20,127,151,31,61,64
"CG2263",1075,571,157,1871,1888,498,511,1022
"CG2129",268,173,38,614,573,94,119,146
"CG15336",12,25,15,9,0,0,0,0
"CG10959",322,182,48,995,819,126,139,247
"Gbeta5",139,124,26,62,87,24,29,58
"CG18262",177,111,49,334,400,81,129,193
"Traf6",646,264,87,1245,1251,258,295,365
"GIIIspla2",760,341,125,1743,1683,440,579,761
"CG15337",44,70,18,0,0,0,4,0
"CG10761",34,37,4,0,5,0,0,0
"CR45536",14,7,0,0,0,0,0,0
"Or7a",62,37,27,19,8,5,3,7
"CG2278",389,224,87,556,359,135,72,214
"slpr",3203,1454,528,8032,7711,1499,1770,2581
"sdt",3464,1352,405,5299,4380,1033,1131,2081
"CG2147",445,231,70,925,915,150,236,298
"sni",261,133,68,498,363,73,116,147
"Trxr-1",3167,1320,428,10179,9692,1719,1701,2294
"ND75",3164,1385,362,5525,4820,945,1487,2377
"CG1632",255,229,62,190,149,19,52,43
"Corp",179,93,34,330,360,47,76,120
"CG15343",85,69,17,31,42,6,9,36
"CG1636",601,267,91,1135,1167,231,277,401
"nAChRalpha3",857,504,200,287,158,83,108,185
"CG43695",25,15,14,4,0,2,0,0
"CG1387",172,143,53,26,1,0,14,3
"CG15345",156,93,29,242,340,72,72,112
"CG10555",2316,851,339,5879,5069,1003,1039,1569
"CG11190",914,411,161,1568,1561,345,484,647
"lawc",505,317,86,908,730,181,147,254
"Trf2",11971,5212,1735,28118,23074,6415,5742,10061
"CG32712",60,18,22,19,0,0,0,0
"CG12125",1137,457,172,2999,2614,478,575,790
"CG1440",4788,2328,760,12006,11379,2407,2988,4408
"CG12123",113,77,28,159,193,47,46,41
"org-1",362,198,60,212,101,43,84,119
"CG32713",53,43,13,0,1,0,5,1
"CG15347",986,336,153,1405,1511,274,469,896
"Es2",648,314,107,1158,1289,252,371,500
"Sptr",364,160,54,554,580,120,162,271
"CG33223",62,83,16,0,14,6,4,3
"CG12116",3121,1332,551,2334,2246,622,1457,3523
"Cp7Fa",457,168,194,4689,3678,502,1744,2397
"Cp7Fb",9720,4507,1440,6940,8724,1755,5227,1990
"Cp7Fc",24571,17173,4422,20136,30347,7500,18594,10838
"Cp36",7725,3472,1527,30084,39350,4123,10943,11550
"Cp38",23303,12722,5853,116499,138811,18143,43559,59493
"CR43834",11,16,8,0,3,2,2,0
"otu",8373,3518,1314,21951,21541,3806,5095,6624
"CG33181",6191,2819,830,10903,8531,2386,2991,5165
"Nrg",4131,1636,533,5925,4976,1516,1542,2933
"PIP82",523,250,55,671,305,89,124,231
"IntS4",542,354,97,948,1035,168,239,381
"CG12112",566,273,86,1290,1336,251,294,317
"Trf4-1",6811,3023,947,17543,15344,3721,3625,5852
"CG12111",25,14,13,17,6,4,6,3
"spirit",134,141,32,49,64,14,31,63
"CG12065",1622,606,192,3493,2748,689,725,1127
"CG12081",377,176,78,746,557,118,208,249
"CG12659",197,82,31,539,409,100,132,139
"Crag",3304,1562,515,7317,7647,1475,1870,2578
"Caf1-180",4593,2352,718,13085,12226,2747,3584,4383
"oc",437,252,80,234,167,80,74,147
"CG12772",531,255,81,978,803,150,222,297
"CG11284",2399,1107,357,5873,5221,1299,1280,1917
"Ppt1",223,164,31,367,407,64,100,146
"Ogg1",234,91,39,630,451,113,117,156
"CG11294",58,73,21,13,5,3,3,12
"CR44507",23,48,17,0,0,0,0,0
"CR44508",4,6,1,0,0,0,1,0
"Hexo2",676,394,119,1071,1092,204,393,586
"CG2004",1015,453,211,2204,1845,381,558,848
"CG1785",1254,463,152,1664,1886,392,620,948
"l(1)G0020",1655,770,186,2660,2407,598,756,1143
"CG1789",661,393,73,981,1008,215,381,586
"CR43297",49,59,16,18,0,0,2,0
"Lim1",350,176,93,315,195,50,73,136
"CR45537",52,41,19,0,0,0,2,0
"CG12075",638,316,118,723,863,119,269,330
"Moe",11152,4421,1572,18952,17998,3734,4928,8764
"CG1885",163,107,35,160,160,34,64,52
"Rbm13",1605,739,229,2651,2592,557,685,1203
"e(r)",3135,1653,544,7168,6694,1625,1789,2492
"rdgA",5228,2005,635,6434,4575,1487,1529,3093
"CR44111",47,28,22,86,53,13,23,13
"CG12661",24,44,13,2,11,0,9,5
"CG43255",208,66,34,185,156,67,87,106
"mir-4964",4,14,2,16,3,0,5,0
"CG10962",90,40,8,117,140,24,72,63
"CR43836",252,140,50,585,433,109,142,202
"CG12662",29,28,10,16,7,0,0,0
"mir-31b",12,8,5,13,0,3,4,4
"CG42388",2465,1221,396,7331,7301,1287,1559,2359
"CG15365",309,180,66,348,240,54,73,80
"CG10970",97,70,10,22,9,3,3,2
"CR45538",31,8,6,7,5,0,2,2
"CG44325",406,203,51,379,332,93,116,157
"CG7246",464,178,90,561,724,117,204,281
"HP1b",763,318,121,1686,1799,309,445,592
"APC4",378,236,53,538,534,94,131,158
"CG32708",220,156,37,326,272,94,100,117
"CG32706",36,22,2,0,2,0,6,0
"CG6999",16,10,11,0,0,1,2,4
"CG7033",5442,2241,792,15870,15440,2834,3327,4547
"mir-13b-2",0,0,0,0,0,1,0,0
"CG7766",3984,1611,480,7567,6891,1645,1709,3060
"Bx42",1097,490,150,2435,2129,397,489,751
"Arfrp1",326,208,62,590,717,154,168,236
"AP-1gamma",4811,1926,679,7290,7045,1850,2144,3784
"CR45539",13,16,10,0,0,0,0,0
"fend",1677,782,249,3468,3207,659,738,984
"CR44517",137,112,39,26,0,0,14,0
"CG7065",811,365,107,1339,1384,271,262,416
"fh",91,78,24,128,119,34,52,35
"dalao",1853,941,292,6311,6558,1092,1393,1735
"His3.3B",12402,5395,1627,19726,19568,4034,5791,9109
"Ost48",1264,491,188,2546,2551,450,629,1006
"Dip1",80,56,17,129,142,17,27,47
"CG9034",478,175,55,843,1005,149,193,260
"Zpr1",539,255,79,905,802,123,276,302
"CG44532",55,25,12,14,2,2,6,2
"mei-P26",14664,5522,2047,27398,22659,5670,5991,10604
"CG12115",53,36,9,0,1,0,1,0
"CG12057",1350,917,239,1441,2156,189,273,766
"CG12056",133,101,27,127,142,26,48,61
"CG12106",122,117,24,317,313,64,91,74
"CG12118",385,182,78,484,423,152,141,220
"su(r)",787,313,113,989,637,139,235,681
"CG12119",316,153,33,204,187,55,80,105
"Obp8a",47,40,22,7,28,8,6,44
"CG15368",29,14,7,0,0,0,3,0
"CG15369",36,7,9,36,0,0,0,0
"t",479,198,71,406,369,60,128,216
"CG15370",50,43,15,8,33,0,10,0
"Gr8a",85,62,22,18,0,0,5,0
"CG12121",1393,662,215,2673,2953,646,778,1080
"Ir8a",150,126,48,28,0,0,1,4
"mir-4916",0,0,0,0,0,0,0,0
"mxc",2021,1011,347,5927,5904,976,1441,1597
"Larp7",813,317,117,2042,2030,330,505,522
"amx",279,130,34,358,385,59,81,135
"Dsor1",784,316,130,1869,2107,355,496,608
"CG17754",1151,544,143,2219,2145,446,588,906
"ric8a",698,339,108,1384,1350,285,325,534
"Erk7",294,221,76,22,17,1,21,2
"CG17440",61,59,19,11,23,7,2,0
"Cfp1",735,443,134,2313,1874,378,543,683
"CG16892",352,207,69,829,760,121,149,206
"snoRNA:CG16892-a",3,5,0,15,0,0,0,0
"c11.1",2637,1056,406,5125,4980,962,1143,1615
"lz",197,163,54,72,45,13,17,18
"CR44534",44,28,11,0,0,0,2,2
"c12.1",413,247,65,778,790,128,206,242
"c12.2",676,311,119,1015,839,149,217,460
"CG34449",2598,1357,397,6487,5449,1158,1335,2264
"CG34450",87,32,15,0,4,2,13,19
"BCL7-like",607,284,98,1475,1237,224,349,509
"mgl",8786,3612,1153,14860,13211,3069,3569,6031
"CG44815",54,32,11,45,18,6,9,6
"CG32700",390,160,70,171,124,40,55,78
"CG34028",71,26,4,7,0,0,0,0
"CG34026",628,266,104,1076,1092,306,417,567
"l(1)G0320",5518,2417,720,11077,9467,1967,2620,5532
"RpS28b",13137,6360,1663,21183,20944,4358,6318,11313
"CG15317",103,47,15,77,58,22,15,26
"CR42767",50,24,11,14,4,0,3,12
"Cubn",1625,761,287,1208,1159,233,392,772
"CG32699",2417,883,341,4086,3653,759,1056,1853
"CG42395",58,30,15,24,2,3,13,17
"CR45540",53,11,3,11,0,1,2,0
"CR45541",37,19,12,35,3,0,3,10
"Hex-A",11665,4336,1382,17694,14801,4069,4799,9393
"CR45542",22,29,9,14,6,4,3,0
"CR45543",21,27,1,0,2,0,0,0
"Gga",1049,455,184,1943,2193,443,528,706
"Lst8",566,343,81,1281,1142,198,284,486
"Aats-lys",2017,721,322,4089,4087,744,1040,1715
"CG42797",1697,831,262,3648,4003,733,875,1234
"l(1)G0232",3209,1460,453,7916,6879,1569,1474,2285
"CG3106",838,287,160,578,498,88,251,637
"nej",15014,5633,1971,35941,33236,6508,7737,11880
"CR42657",64,62,13,7,0,1,3,7
"CR44016",31,49,18,0,0,0,2,0
"btd",183,151,28,84,24,12,35,44
"CR43498",45,29,15,0,0,0,0,0
"Sp1",489,237,94,300,229,91,149,221
"CG1354",1205,455,161,2412,2135,422,580,814
"CG32698",1010,670,244,747,760,221,316,553
"Ser7",352,121,63,370,244,78,84,211
"CG45060",61,42,14,73,71,32,15,28
"CG45061",41,42,10,64,57,14,5,6
"CG32695",392,243,63,364,308,56,137,276
"CG15247",459,172,50,351,249,89,92,186
"CG1468",2386,1070,304,3260,2755,1034,877,1759
"CG9686",144,83,20,93,113,40,66,119
"CG9689",145,77,35,68,56,9,11,17
"CG9691",1206,399,151,2156,1641,524,573,631
"CG15249",108,63,31,13,4,0,6,0
"CG1986",132,93,29,13,3,0,2,0
"Idgf4",4765,2049,648,10005,9922,2207,2435,4077
"snoRNA:Me28S-U1688",12,21,4,1,0,0,0,3
"CG1791",163,99,26,59,47,11,27,66
"CG1889",249,115,45,129,201,50,89,146
"CG43386",229,69,46,35,15,1,10,0
"CG15252",134,82,29,16,1,0,10,7
"CG32694",2441,1072,306,2861,2505,712,1010,1906
"CG33557",36,28,8,1,14,0,0,3
"CG2990",657,361,193,1667,1579,354,395,456
"Cht6",1073,670,238,304,1349,95,116,332
"CR45185",52,21,5,0,0,0,0,2
"CR45219",6,3,1,0,0,0,0,0
"Yp2",127149,82664,20008,289975,301053,33834,87477,180078
"Yp1",190662,108587,28190,489332,481296,60761,136529,244007
"CR45601",310,172,56,728,523,93,228,299
"CG15312",1511,714,235,2778,2774,635,803,1211
"Gr9a",82,34,29,0,1,0,1,0
"CR45602",21,15,4,0,0,0,0,0
"ZAP3",3632,1479,543,9298,7916,1800,1790,2718
"CG2972",1244,431,178,2236,1967,443,561,1014
"CG2974",229,107,73,453,381,101,107,128
"RhoU",456,285,55,1017,648,188,172,303
"CR44894",225,189,47,134,217,28,62,106
"snoRNA:Me18S-A627",9,6,0,15,6,0,3,5
"CG12645",54,51,7,25,2,0,3,0
"CG43902",585,376,85,423,316,87,153,193
"CR32690",42,28,23,10,4,2,2,0
"CG15309",1270,536,160,2156,1924,427,566,744
"CR43899",69,31,6,62,45,21,4,20
"l(1)G0230",8173,4030,1153,13350,11529,3142,3996,7414
"CG2962",89,41,27,11,846,0,7,1
"CR45629",55,53,14,0,2,4,6,0
"CG15308",16,31,8,0,0,0,1,0
"CG34408",1101,599,181,1681,1803,382,535,681
"Ipod",174,93,56,95,322,20,23,34
"Hk",1568,689,196,1461,978,332,396,746
"CR43959",110,70,22,37,11,1,7,7
"CG12643",285,118,29,1517,904,216,88,136
"alpha-Man-I",1944,872,319,4283,3850,709,902,1353
"CG2909",146,117,39,226,170,35,71,92
"Gip",596,194,72,1050,1072,210,252,362
"CG15306",85,76,19,0,0,0,2,0
"CG43740",127,125,56,178,58,12,22,28
"snoRNA:U3:9B",26,15,5,19,26,5,16,4
"l(1)G0289",5112,2035,691,11765,10294,2354,2841,4188
"CG32679",54,38,25,11,5,0,5,0
"CG17841",4824,1829,672,8301,6330,1916,2377,3402
"CG32686",172,105,52,17,2,0,5,0
"CG2898",102,80,11,31,37,7,17,15
"CG32681",211,192,66,25,1,0,7,4
"Psf3",570,310,119,1081,950,231,289,402
"flw",1948,708,303,3375,2991,738,805,1378
"CG32683",299,237,62,114,38,11,37,9
"RabX2",50,35,19,0,0,0,7,0
"CG12640",15,10,3,10,2,2,2,0
"snoRNA:Me28S-A1705",25,30,8,0,0,2,2,0
"Or9a",92,36,31,7,0,7,8,0
"Neb-cGP",2122,1029,351,3639,2940,671,978,1786
"nocte",15310,6207,2116,39171,36564,7175,8782,13877
"CG2889",313,133,61,419,349,81,120,184
"CG2887",70,63,18,19,1,3,7,1
"PPP4R2r",1476,712,229,3055,2909,604,822,1075
"CG32687",1687,631,213,1606,1609,364,708,1055
"spri",3541,1822,561,8439,7683,1391,1884,2608
"CG15296",72,36,13,12,14,5,4,16
"Rab9D",6,20,9,0,0,0,0,0
"Hmr",1019,626,186,3221,3048,666,691,912
"CG2124",227,182,41,154,203,41,51,67
"CG1628",474,146,89,491,352,107,168,269
"CG43347",688,434,132,527,354,88,147,239
"Rab9Db",23,6,0,0,0,0,0,0
"CG9806",139,166,28,35,5,0,4,2
"X11Lbeta",1028,514,159,808,726,218,318,411
"CG2111",243,128,21,32,10,1,10,3
"Rab9E",42,14,2,0,0,0,6,0
"CG12637",52,47,22,16,0,0,6,0
"CG32676",4925,2304,673,12171,11944,2313,2680,4095
"ras",1727,670,285,3524,3192,558,828,1432
"CR44766",34,18,15,46,22,7,2,4
"Rph",222,220,54,35,59,13,22,34
"Tango5",2253,871,291,2681,2862,574,955,1612
"Atg8a",8189,3075,931,13079,11150,2701,4102,5694
"BTBD9",1860,980,268,4764,4162,963,1110,1636
"CG15211",511,221,60,533,445,99,170,376
"Ant2",138,67,32,27,43,17,31,74
"sesB",34756,13814,4043,48420,44810,9999,14191,27317
"Imp",12901,5229,1624,23922,19277,5377,5378,9896
"CR45204",0,0,0,0,0,0,0,0
"CR45624",16,26,6,0,2,0,0,6
"sbr",1717,949,269,4671,4061,877,942,1479
"CG15210",159,59,30,67,214,35,82,261
"CG15209",587,269,65,824,456,139,194,377
"CG32669",330,167,64,151,102,38,60,76
"CG17333",216,91,57,459,307,78,76,151
"CG2202",852,508,148,2406,2281,322,624,806
"feo",1387,664,238,3762,4433,655,938,1359
"sofe",645,359,97,1818,1695,321,398,512
"CG2186",2372,961,367,5483,4726,1037,1151,1780
"CG2157",74,60,19,29,48,0,27,7
"CG1637",2041,939,298,4652,4359,838,825,1411
"Ork1",1517,802,264,3459,3735,580,875,1175
"CR45616",9,7,0,10,9,7,5,1
"CR45617",26,21,10,0,13,2,9,3
"CR44524",27,33,3,11,32,1,7,7
"CG1582",1207,592,185,2402,2337,608,666,928
"CG15208",95,74,34,0,0,0,2,0
"CG43901",842,490,142,546,565,150,179,369
"v",213,130,41,223,141,24,64,54
"CG2145",1401,569,209,2347,1658,531,601,1011
"Myo10A",1380,713,253,1050,934,159,271,393
"Rab9Fa",6,0,3,0,0,0,0,0
"Rab9Fb",50,21,10,7,1,0,6,0
"C901",106,103,43,16,5,1,10,6
"CG42339",243,171,59,85,72,14,16,36
"CG11160",190,143,35,48,57,18,21,54
"CG1552",279,132,38,106,77,13,54,106
"CG1545",90,35,33,24,5,0,14,14
"CG1537",81,49,9,3,12,8,8,14
"CR45614",41,24,5,0,12,1,1,0
"CG15203",287,112,55,531,487,147,108,145
"sev",1018,471,166,902,728,157,266,334
"CR44358",33,25,27,0,0,1,3,0
"CR45604",357,247,99,155,106,31,29,43
"Vago",294,138,49,292,434,42,179,169
"CG2076",1660,722,176,3670,3099,795,720,1168
"CG2061",725,404,121,1810,1413,345,395,467
"CG42249",911,436,148,1223,693,161,332,503
"Hsp60",4878,1974,735,13822,11898,2138,2271,4162
"CG11122",3406,1589,496,8471,7916,1337,1703,2395
"Rpt3",1726,842,222,3881,3750,847,1005,1666
"Gtp-bp",945,432,127,1805,1578,322,472,782
"Klp10A",5296,2109,731,12453,11986,2249,2949,4355
"CG44385",75,20,23,16,15,0,11,12
"CG18292",618,267,88,1532,1497,264,433,447
"CR44054",110,53,30,26,12,1,20,8
"ssp7",587,220,94,734,655,117,236,440
"CG15199",70,29,15,75,172,28,25,49
"CG15202",123,84,20,88,109,17,26,22
"CG15201",335,135,41,174,222,22,98,218
"Ran",11186,4381,1601,25988,25352,5333,6572,10101
"Lint-1",805,328,88,1389,1262,259,399,405
"rtv",102,102,25,30,26,8,17,6
"Dlic",6922,2755,972,15166,12418,2897,3781,5352
"CG32668",128,116,45,30,3,0,8,7
"antdh",264,97,48,293,220,49,94,78
"CG1394",36,32,10,0,0,0,1,0
"CG15200",27,23,17,0,0,0,0,0
"CR44765",26,9,14,0,0,0,0,0
"CG11106",22,32,11,16,0,0,0,0
"CG44422",615,342,127,409,372,119,115,162
"CG15198",44,42,26,0,0,0,0,0
"Ir10a",117,77,34,0,0,0,5,5
"sisA",56,40,23,0,0,0,0,0
"l(1)10Bb",586,252,92,1395,1212,190,284,528
"CG1657",2362,980,300,4664,4018,782,928,1698
"Kap3",1166,540,188,2815,2510,515,641,762
"CG34348",1044,411,158,2096,1652,438,462,711
"CG1597",523,279,87,859,888,149,217,319
"CG11756",41,35,4,0,2,1,3,4
"CG1738",552,264,100,937,905,182,308,454
"CG11752",612,281,90,888,963,157,300,273
"CG1737",2748,1130,453,6923,6640,1265,1502,2098
"dsh",1456,604,235,3547,3254,652,768,1137
"Pa1",421,174,70,2341,2231,535,282,288
"hop",1969,955,298,5175,5236,923,1081,1617
"Tim8",783,393,107,1267,1559,311,494,597
"dlg1",6698,2764,916,11232,9304,2364,2712,4601
"CG15196",113,66,12,23,11,0,15,0
"Gr10b",97,73,20,5,3,0,5,2
"Gr10a",71,24,18,2,3,0,0,0
"Or10a",83,59,30,0,2,0,0,0
"Gs2",5643,2156,634,5765,4098,1241,1740,3783
"Evi5",2391,1045,355,5527,4267,1093,1217,1772
"Sk1",288,160,60,144,124,49,93,136
"HP5",3008,1223,444,8270,7820,1737,2024,2488
"CG43155",93,98,39,7,6,0,10,4
"Cyp4g15",489,258,66,434,358,91,172,212
"CG1749",482,247,76,912,932,182,250,359
"Spase25",524,251,88,1127,1088,172,303,482
"CG33235",189,178,45,11,1,0,11,6
"CR44556",7,23,0,0,0,0,0,4
"Drak",3312,1432,465,8146,6573,1469,1612,2501
"mir-2492",8,12,5,10,3,7,1,12
"CG1572",1621,843,199,2597,1487,1054,839,1460
"PGRP-SA",173,90,48,98,112,44,41,54
"RpII215",5501,2456,759,14268,13632,2404,3281,4853
"CR44266",44,21,17,12,3,1,2,0
"CG11699",632,403,122,1145,1007,241,314,500
"Kmn1",165,81,13,293,390,53,106,97
"CG11697",72,36,13,0,0,0,4,0
"CG11696",701,344,147,1396,1402,312,383,525
"e(y)2",116,84,18,215,189,58,74,98
"CG11695",251,139,37,304,271,83,74,98
"roX2",75,57,22,0,17,0,5,1
"nod",914,471,149,2667,2765,502,710,747
"CG1561",774,297,91,766,619,178,280,499
"rho-4",756,297,104,1380,1253,233,426,641
"CG2533",26,40,12,6,10,0,2,8
"CG2247",1434,597,211,3450,3312,655,690,948
"CG1703",3779,1389,587,5768,5214,1231,1786,2871
"RPA3",474,256,78,1347,1288,228,319,387
"Met",1240,599,173,1504,1123,376,383,559
"Ptp10D",3489,1511,503,7412,7022,1452,1671,2543
"CG2371",210,140,54,411,437,86,136,145
"bif",9768,4372,1468,28623,25227,4867,6493,9343
"PhKgamma",4217,1611,517,7810,7207,1564,2027,2783
"CG2444",51,49,14,27,10,0,6,2
"FucT6",768,387,135,1359,1335,256,422,523
"Amun",7728,3759,1188,19874,16967,4244,4762,7460
"CR45618",51,46,12,8,17,13,3,6
"prtp",1721,850,253,3126,3470,739,820,1581
"Tango10",1098,570,177,2258,1926,407,530,885
"CG15221",216,137,69,202,127,31,67,36
"inaF-D",41,17,7,46,63,23,12,29
"inaF-B",144,60,20,258,147,49,48,85
"inaF-C",50,43,8,0,2,4,8,0
"inaF-A",26,20,2,0,4,0,3,0
"m",209,111,72,50,87,8,28,0
"CG9360",164,92,18,156,235,35,35,111
"dy",230,168,64,10,25,3,10,3
"Karl",480,236,54,305,269,126,105,234
"CR44962",40,57,6,14,15,0,1,3
"CkIIbeta",10475,5145,1463,20968,18248,4404,5168,9563
"Hsc70-3",19983,7534,2661,75386,62124,17867,9388,14920
"CG1578",2924,1402,381,5622,5718,1128,1534,2205
"rudhira",10727,4370,1369,14822,11906,3358,4273,7864
"CG15741",29,26,6,2,0,0,0,0
"CR43908",45,60,14,3,4,0,2,0
"Cyp28c1",82,73,19,35,20,5,17,1
"CG15740",162,156,49,11,160,0,16,12
"CR45619",18,1,8,0,0,0,0,0
"p24-1",1095,596,160,1793,1798,357,649,844
"CG10347",337,152,49,417,411,73,90,210
"ATP7",1918,828,286,3587,3241,726,851,1314
"CG2025",1629,593,245,3175,3076,594,631,1139
"CG1847",229,150,44,389,299,70,106,103
"CG11802",394,247,69,1054,804,178,197,315
"CG15739",203,113,38,311,272,49,91,184
"CG10352",66,81,23,14,4,0,14,4
"CG10353",1243,536,190,1650,1194,242,431,704
"SelG",1317,557,199,1530,1321,295,502,1118
"CG1840",330,223,58,579,532,110,117,371
"sicily",319,133,55,439,285,87,103,172
"wisp",12726,6029,1704,39113,38907,7421,8501,12409
"Upf1",3326,1441,505,7534,6969,1407,1893,3134
"CG43156",31,31,6,52,9,6,18,14
"pot",596,264,86,363,417,110,137,238
"CR32661",15,52,15,9,1,0,3,0
"CR43157",25,37,5,15,8,0,0,0
"CR32660",0,0,0,0,0,0,0,0
"Sclp",402,241,83,415,358,64,143,185
"CG10362",200,190,41,25,32,9,19,35
"cac",2014,885,345,1735,1479,394,455,835
"gd",243,137,57,355,348,88,98,113
"tsg",58,16,17,0,0,0,3,0
"CG18130",197,156,43,30,17,2,12,11
"fw",284,241,87,43,48,4,23,7
"CG1806",155,107,45,145,74,19,44,45
"CG1492",184,88,35,287,244,62,77,120
"regucalcin",523,258,83,801,871,174,212,420
"Chrac-16",81,71,9,342,318,50,65,104
"CG15735",1301,517,145,2455,2744,558,669,989
"Tango4",610,355,102,1347,1203,283,379,526
"Usp7",6849,2601,877,13748,13139,2887,3482,5166
"Cyp311a1",110,73,31,62,52,16,29,22
"Cyp318a1",118,130,37,0,9,3,16,11
"CR43960",101,77,29,153,81,55,35,59
"Ten-a",2431,1116,364,2970,2214,735,659,1356
"Uch-L5R",37,26,16,0,0,0,6,0
"Muc11A",6183,1966,636,9732,8429,1907,2290,4804
"CR43961",197,133,31,125,95,21,26,37
"CG34323",60,11,8,43,5,2,10,2
"CG12721",138,69,16,348,398,51,92,76
"CG15734",23,15,5,0,0,0,0,0
"CR32657",21,18,10,14,3,0,1,5
"CR32658",37,38,29,0,0,3,2,0
"CG11356",37,34,12,0,0,0,0,0
"CG2750",304,234,69,78,61,20,21,24
"CG1924",91,84,22,8,1,0,7,9
"CG32655",60,34,17,0,0,1,3,0
"CG45603",28,21,6,16,0,0,5,1
"CG2577",59,41,10,0,0,0,2,0
"Ir11a",97,92,31,7,0,0,8,0
"CG32651",184,131,60,38,2,0,11,3
"CG2574",44,29,8,0,1,0,2,1
"CG32652",52,16,29,17,0,0,2,0
"Pkcdelta",2507,976,337,2387,1567,578,621,1330
"CG15927",69,35,27,37,33,2,10,13
"CR45615",7,5,4,50,3,1,5,6
"CG15731",90,54,33,0,87,2,8,0
"Rab40",1214,526,176,3832,3052,787,744,1234
"CG42258",3578,1506,481,6363,4829,1324,1647,2698
"Cpr11A",45,39,15,16,9,0,11,3
"Lsp1alpha",117,93,23,0,6,6,11,0
"Mks1",157,133,29,0,0,1,20,3
"CG2556",1091,480,140,2618,2193,377,569,857
"snoRNA:Me18S-G894",8,9,0,0,0,4,8,6
